BOOKING_ID,FIRST_BOOKING_STATUS,BOOKING_STATUS_CODE,BOOKING_STATUS_DESCRIPTION,BOOKING_STATUS,BOOK_TIMESTAMP,BOOK_DATE,ARRIVAL_DATE,DEPARTURE_DATE,GUARANTEE_BOOKING_INDICATOR,STAY_DURATION,LEADTIME,PARTY_NUMBER_OF_ADULTS,PARTY_NUMBER_OF_CHILDREN,PARTY_NUMBER_OF_BABIES,PARTY_NUMBER_OF_PETS,PAYMENT_AT_BOOKING,TYPE_OF_PARTY,LARS_FM_TAG,CANCELLATION_DATE,CANCELLATION_BLAME,CANCELLATION_REASON,CANCELLATION_REASON_DESCRIPTION,SELF_CANCELLATION_ALLOWED,CANCELLED_BY,CANCELLATION_REQUEST,CANCELLATION_REQUEST_DATE,FLEXIBLE_CANCELLATION,SALES_CANCEL_COST,APPLICABLE_CAMPAIGN,FREE_BOOKING_APPLICABLE,FINANCIAL_ENTITY,CHANNEL_SUB,CHANNEL_TYPE,CHANNEL,WEB_PARTNER_CODE_GROUPED,WEB_PARTNER_CODE,WEB_PARTNER_TYPE,WEB_PARTNER_NAME,WEB_PARTNER_PERCENT_COMMISSION,WEB_PARTNER_COMMISSION_TURNOVER,TRAVEL_AGENCY,ORIGINAL_BOOKING_ID,WEB_ORIGIN,DV_CODE,ACTION_CODE,ACTION_DV_CODE,ACTION_SUB_CODE,BOOKED_BY,CC_AGENT_NAME,BOOKING_BRAND,RA_CUSTOMER_COUNTRY,CUSTOMER_ID,CUSTOMER_CITY,CUSTOMER_COUNTRY_CODE,CUSTOMER_COUNTRY_NAME,CUSTOMER_LANGUAGE,CUSTOMER_ZIPCODE,CUSTOMER_LOYATY_POINTS,CUSTOMER_PANEL_MEMBER_INDICATOR,CUSTOMER_TYPE,CUSTOMER_CREATION_DATE,CUSTOMER_COUNTRY_GROUPED,AGENT_BOOKING,WELCOME_BACK_INDICATOR,INDICATOR_COMPLAINT,INDICATOR_SOS,REVIEW_RESULT,INDICATOR_GUESTBOOK,NPS_SCORE,REVIEW_DATE,ACCOMMODATION_CODE
575800881,,B-STD,Booking,BOOKING,2017-03-18,2017-03-18,2017-07-29,2017-08-05,0,7,133,2,2,0,0,,Family,,,,,,,,,,,,,,BVAG,DIR-SEO,Direct,DIR-SEO,,,,,,,,,www.belvilla.nl,seo|googlenl,,,,Online,,BV,NL,4286217,Uden,NL,Netherlands,NL,5406AH,0.0,No,Partikulier,2017-03-18,NL,912997.0,Yes,,,,,,,IT-62010-06
876202377,,B-STD,Booking,BOOKING,2018-09-26,2018-09-26,2018-11-16,2018-11-19,0,3,51,6,0,0,0,,Group,,,,,,,,,,,,,,BVAG,DIR-SEO,Direct,DIR-SEO,,,,,,,,,www.belvilla.nl,seo|googlecom,,,,Online,,BV,NL,4580188,Leiden,NL,Netherlands,NL,2316EN,0.0,No,Partikulier,2018-09-26,NL,,Yes,,,,,,,BE-6970-34
1FBJZSTV,,R-ANB,Cancellation (No payment),CANCELLED,2023-03-29,2023-03-29,2023-07-25,2023-07-28,0,3,118,6,0,0,0,0.0,Group,NO,2023-04-04,Customer,NoPaymentCancellation,Customer did not make a payment,No,system,No,,No,0.0,Free Cancellation Campaign - 30 day,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.nl/new,SEO,,,,Online,,BV,NL,6178349,,NL,Netherlands,EN,,0.0,No,Partikulier,2022-03-28,NL,,Yes,,,,,,,NL-7447-31
1C5MMV8G,,B-STD,Booking,BOOKING,2025-01-11,2025-01-11,2026-01-03,2026-01-10,0,7,357,2,0,5,0,0.0,Family,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,HomeToGo,HomeToGo,Affiliate,,13.0,2278.0,,HOMETOGO,,,,,,Online,,BV,DE,7787675,Langen,DE,Germany,DE,63225,0.0,No,Partikulier,2025-01-11,DE,10053.0,Yes,,,,,,,AT-6373-14
075963485,,R-AZV,Reservation Cancellation,CANCELLED,2017-11-26,2017-11-26,2018-10-31,2018-11-04,0,4,339,13,4,0,0,,Group XXL,,2017-11-30,,,,,,,,,,,,BVAG,DIR-CS,Direct,DIR-CS,,,,,,,,,,,,,,Phone,Phone,BV,BE,4399475,rebecq,BE,Belgium,EN,1430,0.0,No,Partikulier,2017-11-26,BE,,Yes,,,,,,,BE-6987-25
375710027,,B-STD,Booking,BOOKING,2016-11-22,2016-11-22,2017-09-29,2017-10-01,0,2,311,8,0,0,0,,Group,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,,,,,,,,,,Online,,BV,BE,4223154,Kortemark,BE,Belgium,NL,8610,0.0,No,Partikulier,2016-11-22,BE,,Yes,,,,,,,BE-0000-97
19V7YWC5,,B-STD,Booking,BOOKING,2023-05-11,2023-05-11,2023-05-19,2023-05-21,0,2,8,2,0,0,0,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,airbnb,airbnb,Affiliate,Airbnb,0.0,0.0,,HMERBXNR8Y,,,,,,Online,,BV,BE,6858976,,BE,Belgium,FR,,0.0,No,Partikulier,2023-05-11,BE,,Yes,,,,,,,BE-8370-133
75195930,,O-VV,Option expired,,2014-04-29,2014-04-29,2015-06-20,2015-07-11,0,21,417,6,0,0,0,,Group,,,,,,,,,,,,,,BVAG,DIR-Email-Campaign,Direct,DIR-Email,,,,,,,,,www.belvilla.nl,ml-201208b-nl,,,,Online,,BV,NL,2802920,Enschede,NL,Netherlands,NL,7548PP,0.0,No,Partikulier,2013-05-13,NL,,Yes,,,,,,,DE-59929-10
1ZG3UZBH,,B-STD,Booking,BOOKING,2025-02-22,2025-02-22,2025-02-28,2025-03-04,0,4,6,4,6,0,0,0.0,Group with kids,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,HomeToGo,HomeToGo,Affiliate,,13.0,655.6,,HOMETOGO,,,,,,Online,,BV,DE,7851665,Troisdorf,DE,Germany,DE,53842,0.0,No,Partikulier,2025-02-22,DE,,Yes,,,,,,,NL-3221-58
1LAJX5Q1,,B-STD,Booking,BOOKING,2024-07-22,2024-07-22,2024-08-12,2024-08-17,0,5,21,3,1,0,0,0.0,Group with kids,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,airbnb,airbnb,Affiliate,Airbnb,0.0,0.0,,HME4SJNSAE,,,,,,Online,,BV,DE,7543179,,DE,Germany,DE,,0.0,No,Partikulier,2024-07-22,DE,1046284.0,Yes,,,,,,,AT-6555-01
1C5BM5LS,,B-OMB,Re-booking,CANCELLED,2020-11-14,2020-11-14,2020-11-16,2020-11-21,0,5,2,3,0,0,0,0.0,Group,NO,2020-11-16,@Leisure,guestNotAcceptedLeisure,Homeowner does not accept the guests (valid reason),No,nikkis,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,55.0,,3346334266,,,,,,Online,,BV,PL,5263325,Radom,PL,Poland,EN,26-600,0.0,No,Partikulier,2020-11-14,Other,,Yes,,,,,,,NL-7274-07
75422646,,R-ANB,Cancellation (No payment),CANCELLED,2015-08-16,2015-08-16,2015-08-24,2015-08-28,0,4,8,8,0,0,0,,Group,,2015-08-19,Customer,,,,,,,,,,,BVAG,DIR-CS,Direct,DIR-CS,,,,,,,,,www.belvilla.nl,csc-booking,CCC-Bookdirect,CCC-Bookdirect,ccc|actioncode|intern,Phone,Linda Maltha Brouwers,BV,NL,4033310,Panningen,NL,Netherlands,NL,5981NH,0.0,No,Partikulier,2015-08-16,NL,,Yes,,,,,,,BE-3384-01
076130397,,B-STD,Booking,BOOKING,2018-06-24,2018-06-24,2018-08-19,2018-08-26,0,7,56,3,3,0,0,,Group with kids,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-CM,Indirect,INDIR-Affiliates,casamundo,casamundo,Affiliate,Casamundo GmbH,,,,,,,,,,Online,,BV,CZ,4524600,Chlumín,CZ,Czech Republic,EN,27743,0.0,No,Partikulier,2018-06-24,Other,916675.0,Yes,,,,,,,GR-74100-22
1WUTHPZQ,,B-STD,Booking,BOOKING,2021-08-17,2021-08-17,2022-07-30,2022-08-20,0,21,347,2,3,0,0,0.0,Family,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-SEO,Direct,DIR-SEO,,,,,0.0,0.0,,,www.topictravel.nl,seo|googlecom,,,,Online,,BV,NL,3410171,Den Bosch,NL,Netherlands,NL,5221GA,0.0,No,Partikulier,2013-06-25,NL,935719.0,Yes,,,,,,,FR-16220-10
1UWY7DDG,,R-ANB,Cancellation (No payment),CANCELLED,2025-03-24,2025-03-24,2025-07-04,2025-07-09,0,5,102,9,0,0,0,0.0,Group,NO,2025-03-30,Customer,NoPaymentCancellation,Customer did not make a payment,No,system,No,,No,0.0,Free Cancellation Campaign - 21 day eternity with HO opt-in,NO,BVAG,DIR-CS,Direct,DIR-CS,,,,,0.0,0.0,,,Lars-UI,csc-booking,,,,Phone,bhumika oyo,BV,GB,7884219,Birzebbuga,GB,United Kingdom,EN,,0.0,No,Partikulier,2025-03-18,Other,,Yes,,,,,,,IT-00079-05
1AELZB3H,,B-STD,Booking,BOOKING,2024-09-16,2024-09-16,2024-10-03,2024-10-06,0,3,17,7,0,0,0,0.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,airbnb,airbnb,Affiliate,Airbnb,0.0,0.0,,HMC8EM4TRE,,,,,,Online,,BV,DE,7628342,,DE,Germany,DE,,0.0,No,Partikulier,2024-09-16,DE,1046284.0,Yes,,,,,,,AT-6150-12
1P2U3MCA,,B-STD,Booking,BOOKING,2024-04-20,2024-04-20,2024-05-04,2024-05-07,0,3,14,3,0,0,0,0.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,HomeToGo,HomeToGo,Affiliate,,12.5,187.57,,HOMETOGO,,,,,,Online,,BV,LV,7400607,Riga,LV,Latvia,EN,LV1058,0.0,No,Partikulier,2024-04-20,Other,,Yes,,,,,,,IT-92100-465
1LXWB1AV,,B-STD,Booking,BOOKING,2024-11-05,2024-11-05,2024-12-21,2024-12-28,0,7,46,3,3,0,0,0.0,Group with kids,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,airbnb,airbnb,Affiliate,Airbnb,0.0,0.0,,HMDWW4EHMQ,,,,,,Online,,BV,FR,7694793,,FR,France,FR,,0.0,No,Partikulier,2024-11-05,Other,,Yes,,,,,,,FR-38750-24
374794142,,B-STD,Booking,BOOKING,2012-05-03,2012-05-03,2012-07-30,2012-08-03,0,4,88,1,2,0,0,,Family,,,,,,,,,,,,,,BVAG,DIR-CCC,Direct,DIR-CCC,,,,,,,,,www.belvilla.nl,csc-booking,,,,Phone,Athar Alsadek,BV,NL,2381053,Wagenberg,NL,Netherlands,NL,4845EH,0.0,No,Partikulier,2012-02-24,NL,,Yes,,,,,,,NL-1795-10
1YQ1DH8F,,B-STD,Booking,BOOKING,2021-01-28,2021-01-28,2021-04-16,2021-04-23,0,7,78,2,0,0,0,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.nl,direct-visit,,,,Online,,BV,NL,5310528,,NL,Netherlands,NL,,0.0,No,Partikulier,2021-01-28,NL,,Yes,,,,,,,NL-8148-10
181198A4,,B-STD,Booking,BOOKING,2024-01-31,2024-01-31,2024-09-21,2024-10-02,0,11,234,2,0,0,1,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,HomeToGo,HomeToGo,Affiliate,,12.5,882.76,,HOMETOGO,,,,,,Online,,TF,DE,7267564,Wiesenbach,DE,Germany,DE,69257,0.0,No,Partikulier,2024-01-31,DE,1046284.0,Yes,,,,,,,OTR07038-F
1MHW73VS,,B-OMB,Re-booking,CANCELLED,2021-06-21,2021-06-21,2021-07-03,2021-07-06,0,3,12,6,0,0,0,0.0,Group,NO,2021-06-29,@Leisure,larsDataNotCorrect,Employee mistake: wrong LARS input/ information provided,No,doloresvos,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,airbnb,airbnb,Affiliate,Airbnb,0.0,0.0,,HM3J4R8EZB,,,,,,Online,,BV,CH,5482929,,CH,Switzerland,IT,,0.0,No,Partikulier,2021-06-21,Other,912997.0,Yes,,,,,,,IT-02092-01
875319629,,O-VV,Option expired,,2015-02-03,2015-02-03,2015-02-14,2015-02-21,0,7,11,2,0,0,0,,Couple,,,,,,,,,,,,,,BVAG,DIR-CS,Direct,DIR-CS,,,,,,,,,www.belvilla.de,csc-booking,,,,Phone,Patricia de Turck,BV,DE,2985901,Gerichshain,DE,Germany,DE,04827,0.0,No,Partikulier,2015-02-03,DE,11079.0,Yes,,,,,,,AT-6373-05
1KDNX23A,,B-STD,Booking,BOOKING,2021-06-18,2021-06-18,2021-07-23,2021-07-25,0,2,35,8,0,0,0,0.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.nl,direct-visit,,,,Online,,BV,NL,5476772,,NL,Netherlands,NL,,0.0,No,Partikulier,2021-06-18,NL,,Yes,,,,,,,NL-1231-09
17YBKB76,,B-STD,Booking,BOOKING,2023-08-23,2023-08-23,2023-08-25,2023-08-28,0,3,2,2,0,0,0,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.nl/new,SEO,,,,Online,,BV,NL,7017309,Ermelo,NL,Netherlands,NL,3851NB,0.0,No,Partikulier,2023-08-23,NL,,Yes,,,,,,,NL-5406-16
275083225,,B-STD,Booking,BOOKING,2013-08-04,2013-08-04,2014-09-06,2014-09-20,0,14,398,3,0,0,0,,Group,,,,,,,,,,,,,,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.belvilla.nl,sea_adw_bv_nl_brand,,,,Online,,BV,NL,358111,Hendrik-ido-ambacht,NL,Netherlands,NL,3344 BC,0.0,No,Partikulier,2002-09-18,NL,,Yes,,,,,,,AT-5721-12
776302154,,B-STD,Booking,BOOKING,2019-01-31,2019-01-31,2019-02-15,2019-02-17,0,2,15,2,2,0,0,0.0,Family,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,nl.belvilla.be,cpc|google|1.BENL_B_corporate_exact,NPBV-5,NPBV-5,cmp|actioncode,Online,,BV,BE,4311704,Gavere,BE,Belgium,NL,9890,0.0,No,Partikulier,2017-05-13,BE,,Yes,,,,,,,BE-4770-34
1Z7N4AXS,,B-STD,Booking,BOOKING,2023-05-27,2023-05-27,2023-07-08,2023-07-15,0,7,42,2,0,2,0,0.0,Family,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.nl/new,SEO,,,,Online,,BV,NL,6883595,,US,United States,EN,,0.0,No,,,Other,,Yes,,,,,,,NMD05002-FYA
1HSLWXD2,,R-AZV,Reservation Cancellation,CANCELLED,2020-02-23,2020-02-23,2020-07-25,2020-08-01,0,7,153,2,1,0,2,0.0,Family,NO,2020-02-28,Customer,MedicalReason,Medical reasons,No,angeliquedv,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,Dogsincluded_all,dogsincl1,Affiliate,Travel Innovation BV(dogsincl),11.0,3957.81,,,,,,,,Online,,BV,FR,5011619,Vicques,FR,France,NL,2824,0.0,No,Partikulier,2020-02-23,Other,944296.0,Yes,,,,,,,FR-29890-03
19DFK77G,,B-STD,Booking,BOOKING,2025-07-17,2025-07-17,2025-09-18,2025-09-22,0,4,63,2,0,0,1,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,Holidu_all,holidu1,Affiliate,Holidu GmbH,12.0,351.04,,,,,,,,Online,,BV,DE,8033455,Kassel,DE,Germany,DE,34125,0.0,No,Partikulier,2025-07-16,DE,1044562.0,Yes,,,,,,,DE-06502-03
17G4W9U7,,B-STD,Booking,BOOKING,2021-08-11,2021-08-11,2021-09-05,2021-09-17,0,12,25,2,0,0,0,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,Natuurhuisje_all,natuurhuisje1,Affiliate,Natuurhuisje.nl,11.5,621.47,,,,,,,,Online,,BV,DE,5573023,Dinslaken,DE,Germany,DE,46539,0.0,No,Partikulier,2021-08-11,DE,,Yes,,,,,,,DE-54552-98
775662764,,B-STD,Booking,BOOKING,2016-08-30,2016-08-30,2016-10-28,2016-10-30,0,2,59,4,0,0,1,,Group,,,,,,,,,,,,,,BVAG,DIR-SEO,Direct,DIR-SEO,,,,,,,,,www.vakantiehuizen-ardennen.be,seo|googlebe,,,,Online,,AR,BE,4191298,Heule,BE,Belgium,NL,8501,0.0,No,Partikulier,2016-08-30,BE,,Yes,,,9.1,Yes,9.0,2016-11-02,BE-6987-39
175310390,,B-STD,Booking,BOOKING,2015-01-20,2015-01-20,2015-08-15,2015-08-29,0,14,207,2,2,0,0,,Family,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-CM,Indirect,INDIR-Affiliates,casamundo,casamundo,Affiliate,Casamundo GmbH,,,,,,,,,,Online,,BV,DE,2889292,Hechingen,DE,Germany,DE,72379,0.0,No,Partikulier,2014-03-03,DE,11079.0,Yes,,,8.7,Yes,8.0,2016-05-24,AT-8862-05
1LSUESVA,,B-STD,Booking,BOOKING,2022-06-18,2022-06-18,2022-07-04,2022-07-11,0,7,16,2,2,0,0,0.0,Family,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,0.0,0.0,,,www.belvilla.de,cpc|google|9.de_dynamic_search_ads_rlsa,,,,Online,,BV,DE,6333084,Mülheim an der Ruhr,DE,Germany,DE,45476,0.0,No,Partikulier,2022-06-18,DE,,Yes,,,10.0,,,2022-07-11,NL-2041-13
1PQKWZ1Q,,B-OMB,Re-booking,CANCELLED,2021-05-13,2021-05-13,2021-07-17,2021-07-24,0,7,65,2,0,2,0,0.0,Family,NO,2021-05-19,Homeowner,plnNotClosedHost,"Planning not closed, Homeowner/PRK did not send us a request (or too late)",No,doloresvos,No,,No,0.0,Free Cancellation Campaign - 43 day without HO opt-in,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,E-dom/touristonline,edomizil2015,Affiliate,e-domizil GmbH,12.25,0.0,,,,,,,,Online,,BV,CH,5417368,Volketswil,CH,Switzerland,IT,8604,0.0,No,Partikulier,2021-05-13,Other,912997.0,Yes,,,,,,,IT-84010-61
976118698,,O-VV,Option expired,,2018-06-10,2018-06-10,2018-09-22,2018-09-29,0,7,104,2,2,1,0,,Family,,,,,,,,,,,,,,BVAG,DIR-SEO,Direct,DIR-SEO,,,,,,,,,nl.belvilla.be,seo|googlebe,,,,Online,,BV,BE,4515671,Duffel,BE,Belgium,NL,2570,0.0,No,Partikulier,2018-06-10,BE,,Yes,,,,,,,FR-50430-24
1C5L9HL1,,B-STD,Booking,BOOKING,2020-11-10,2020-11-10,2021-07-02,2021-07-05,0,3,234,5,0,0,0,0.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.nl,,,,,Online,,BV,NL,5204874,,NL,Netherlands,NL,,0.0,No,Partikulier,2020-08-28,NL,11079.0,Yes,,,,,,,AT-8861-106
12NFNFKL,,B-STD,Booking,BOOKING,2025-04-23,2025-04-23,2025-12-06,2025-12-13,0,7,227,2,0,0,0,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,bestfewo,bestfewo,Affiliate,bestfewo GmbH,12.0,457.0,,,,,,,,Online,,TF,DE,7924964,Barntrup,DE,Germany,DE,32683,0.0,No,Partikulier,2025-04-23,DE,1046284.0,Yes,,,,,,,OTR02510-SYA
1U5DLNGV,,B-STD,Booking,BOOKING,2024-07-05,2024-07-05,2024-09-21,2024-09-28,0,7,78,2,0,0,0,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-TravelAgency,Indirect,INDIR-TravelAgency,checkit,checkit,Travel Agency,Check IT ETC GmbH,11.0,773.26,Check IT ETC GmbH,profewo,,,,,,Online,,TF,DE,7511588,Waldfeucht,DE,Germany,DE,52525,0.0,No,Partikulier,2024-07-05,DE,,Yes,,,,,,,DBE021001-P
675474398,,B-STD,Booking,BOOKING,2015-11-25,2015-11-25,2016-02-20,2016-02-27,0,7,87,2,2,0,0,,Family,,,,,,,,,,,,,,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.belvilla.nl,sea|google|4.NL_B_bv_landen-regios_mb||+belvilla +oostenrijk,,,,Online,,BV,NL,2749268,HARSKAMP,NL,Netherlands,NL,6732EJ,0.0,No,Partikulier,2012-12-19,NL,11079.0,Yes,,,,,,,AT-6473-05
675109235,,O-VV,Option expired,,2013-10-07,2013-10-07,2014-09-13,2014-09-27,0,14,341,2,0,0,0,,Couple,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-CM,Indirect,INDIR-Affiliates,casamundo,casamundo,Affiliate,Casamundo GmbH,,,,,,,,,,Online,,BV,DE,2845197,Wallmerod,DE,Germany,DE,56414,0.0,No,Partikulier,2013-10-07,DE,,Yes,,,,,,,ES-03170-23
1YXGYFTJ,,B-STD,Booking,BOOKING,2024-05-06,2024-05-06,2024-06-01,2024-06-02,0,1,26,4,0,0,0,0.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,airbnb,airbnb,Affiliate,Airbnb,0.0,0.0,,HMYH94R3AR,,,,,,Online,,BV,NL,7426599,,NL,Netherlands,EN,,0.0,No,Partikulier,2024-05-06,NL,,Yes,,,,,,,NL-1231-35
1SUNEPCQ,,B-STD,Booking,BOOKING,2024-05-19,2024-05-19,2024-06-28,2024-07-01,0,3,40,5,0,0,0,1.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,541.9,,4736672110_1,,,,,,Online,,BV,BE,7443527,Ruisbroek,BE,Belgium,NL,2870,0.0,No,Partikulier,2024-05-19,BE,,Yes,,,,,,,DE-54568-20
13BXZSFC,,R-ANB,Cancellation (No payment),CANCELLED,2023-05-01,2023-05-01,2023-05-26,2023-05-28,0,2,25,2,0,0,0,0.0,Couple,NO,2023-05-07,Customer,NoPaymentCancellation,Customer did not make a payment,No,system,No,,No,0.0,,NO,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,0.0,0.0,,,nl.belvilla.be,cpc|google|9.benl_dynamic_search_ads(rlsa),,,,Online,,BV,BE,6843913,,BE,Belgium,NL,,0.0,No,Partikulier,2023-05-01,BE,,Yes,,,,,,,BE-4910-19
775954775,,B-STD,Booking,BOOKING,2017-11-11,2017-11-11,2017-12-08,2017-12-11,0,3,27,6,2,1,0,,Group with kids,,,,,,,,,,,,,,BVAG,DIR-SEO,Direct,DIR-SEO,,,,,,,,,fr.belvilla.be,seo|googlebe,,,,Online,,BV,BE,4393450,Villiers le Bouillet,BE,Belgium,FR,4530,0.0,No,Partikulier,2017-11-11,BE,,Yes,,,,,,,BE-6940-227
1UR1E8GC,,B-STD,Booking,BOOKING,2021-04-08,2021-04-08,2021-07-17,2021-07-24,0,7,100,7,0,0,0,0.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,airbnb,airbnb,Affiliate,Airbnb,0.0,0.0,,HMWPNTJD5S,,,,,,Online,,BV,BE,5380699,,BE,Belgium,FR,,0.0,No,Partikulier,2021-04-08,BE,954331.0,Yes,,,,,,,FR-83400-30
1G5SBG6Y,,B-STD,Booking,BOOKING,2022-04-03,2022-04-03,2022-08-06,2022-08-13,0,7,125,2,0,0,0,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,HomeToGo,HomeToGo,Affiliate,HomeToGo GmbH,12.5,574.02,,HOMETOGO,,,,,,Online,,BV,NL,6189493,Rijsse,NL,Netherlands,NL,7462pj,0.0,No,Partikulier,2022-04-03,NL,,Yes,,,,,,,NL-5688-14
1S5CRRBX,,B-STD,Booking,BOOKING,2023-12-10,2023-12-10,2024-03-28,2024-03-31,0,3,109,7,0,0,0,0.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking_tui,booking_tui,Affiliate,Booking.com,12.0,381.78,,4139130758_1,,,,,,Online,,TF,DE,7167449,Doberlug-Kirchhain,DE,Germany,DE,,0.0,No,Partikulier,2023-12-10,DE,1044562.0,Yes,,,,,,,DOS06027-L
1701758,,B-STD,Booking,BOOKING,2016-03-20,2016-03-20,2016-08-06,2016-08-13,0,7,139,0,0,0,0,,Other,,,,,,,,,,,,,,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,,,,,,Phone,,AZ,DE,3103459,Detmold,DE,Germany,NL,32760,0.0,No,Partikulier,2016-03-20,DE,,,,,,,,,NL-2681-02
12RA88LL,,B-STD,Booking,BOOKING,2023-06-06,2023-06-06,2023-09-25,2023-10-02,0,7,111,2,0,0,2,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.de/new,SEO,,,,Online,,BV,DE,6625906,Koeln,DE,Germany,DE,51067,0.0,No,Partikulier,2022-12-29,DE,,Yes,,,,,,,NL-4493-63
175862305,,O-VV,Option expired,,2017-06-24,2017-06-24,2017-09-29,2017-10-04,0,5,97,2,0,0,0,,Couple,,,,,,,,,,,,,,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,AanZee,AanZee,Affiliate,Aan Zee Vakantiehuizen,,,,,,direct-visit,,,,Online,,AZ,NL,4329525,Warnsveld,NL,Netherlands,NL,7232CM,0.0,No,Partikulier,2017-06-24,NL,,Yes,,,,,,,NL-6505-01
974743107,,B-STD,Booking,BOOKING,2012-01-29,2012-01-29,2012-04-27,2012-05-04,0,7,89,4,0,0,0,,Group,,,,,,,,,,,,,,BVAG,DIR-Display-Sales,Direct,DIR-Display,criteofr,criteofr,Advertising Risk,Criteo (Frankrijk),,,,,www.belvilla.fr,,,,,Online,,BV,FR,2373029,lison,FR,France,FR,14330,0.0,No,Partikulier,2012-01-29,Other,,Yes,,,,,,,NL-5062-13
